gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Male,2017,Mathematics,University of Ilorin,Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Female,2015,Education & Economics,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,Strongly Agree,Ability to work with others,Government / Defence,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,Yes,No
Female,2013,Agricultural Economics,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Strongly Disagree,"Written communication skills, None of the above",FMCG,Internship,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Management Information System,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,None of the above,Others,"Personal contacts, including family and friends",,,,No,No
Female,2013,Transport Management,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,Strongly Disagree,Critical thinking skills,Logistics / Transportation,Recruitment agency/Online job site,To see if I would like the type of work it involved,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2017,International and Jurisprudence,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2014,Physics and Astronomy,"Federal University of Technology, Minna.",Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Technology,Media (e.g. newspaper/magazine advertisement),,,,No,Yes
Male,2013,Computer Science,"Imo State University, Owerri",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2015,Health and Physical Education,"Tai Solarin Univ. of Education, Ijebu-Ode",State,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Building,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Theatre and Film Studies,"Federal University, Oye-Ekiti, Ekiti State",Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Social media/professional networking sites,,,,No,No
Female,2016,Computer Engineering,Others (For other Nigerian institutions not listed),Indigenous,Ordinary National Diploma (OND),No,Agree,"Critical thinking skills, Ability to work with others, Knowledge of the skill(s) you are studying",Technology,Recruitment agency/Online job site,,,,No,No
Male,2017,Mass Communication (Communication and Language Arts),University of Ibadan,Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Advertising / Marketing / Comms,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Female,2013,Law,Others (For foreign trained students),Foreign,Master's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Internship,,,,Yes,No
Female,2013,Law,University of Lagos,Federal,Master's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills",Food Services,Social media/professional networking sites,To see if I would like the type of work it involved,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2014,Computer Science,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,"Personal contacts, including family and friends",It was the only job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Female,2015,English and Literary Studies,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Written communication skills, Spoken communication skills",Advertising / Marketing / Comms,Recruitment agency/Online job site,In order to earn a living/pay off debts,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2017,Electrical & Electronic Engineering,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2017,Computer Science,"Redeemer's University, Mowe",Private,Bachelor's degree,Ongoing,Disagree,None of the above,Media,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Experience/Professional,No,No
Male,2014,Library and Information Science,"Babcock University,Ilishan-Remo",Private,Master's degree,Yes,,,,,,,,No,
Male,2016,Accountancy,Covenant University Ota,Private,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Public Administration and Local Government,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Agree,None of the above,Consulting,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Clerical and administrative,No,No
Male,2013,Chemical Engineering,Covenant University Ota,Private,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Banking / Financial Services,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Female,2016,Management Information System,Covenant University Ota,Private,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Sociology/Anthropology,Covenant University Ota,Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Technology,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Female,2014,Marine Engineering,University of Calabar,Federal,Bachelor's degree,Yes,Strongly Agree,Ability to solve complex problems,Manufacturing / Production,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Entry level,Yes,No
Female,2015,Education & Economics,"Niger Delta Unversity, Yenagoa",State,Bachelor's degree,No,,,,,,,,No,
Male,2016,Computer Science,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems",Consulting,Social media/professional networking sites,,,,No,No
Female,2014,Geoinformatics and Surveying,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2013,Sociology/Anthropology,University of Port-Harcourt,Federal,Master's degree,Yes,,,,,,,,No,
Female,2015,English and Literary Studies,"Bowen University, Iwo",Private,Master's degree,Yes,Agree,"Critical thinking skills, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Advertising / Marketing / Comms,Employer's website,To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Male,2015,Computer Science,Covenant University Ota,Private,Bachelor's degree,Yes,Disagree,Knowledge of the skill(s) you are studying,Technology,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Female,2016,Civil Engineering,Covenant University Ota,Private,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Consulting,"Personal contacts, including family and friends",,,,No,No
Male,2015,Physics and Astronomy,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Civil Engineering,University of Port-Harcourt,Federal,Bachelor's degree,No,Strongly Agree,Ability to solve complex problems,Consulting,Social media/professional networking sites,,,,I have not completed my NYSC,No
Female,2016,Computer Science,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,Strongly Disagree,"Written communication skills, Spoken communication skills",Technology,Internship,,,,No,No
Male,2017,Mechanical Engineering,Covenant University Ota,Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2017,Law,"Benue State University, Makurdi.",State,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2017,Computer Science,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Employer's website,,,,No,No
